Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land u. UStID;EU-Steuersatz;Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Buchungs GUID;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;BezeichnungSoBil-Sachverhalt;KennzeichenSoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord. Steuerperiode;Netto;Umsatzsteuer;Leistungsdatum
54,00;"H";"";;;"";1222;70024;"";2411;"AIK137126";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
136,00;"H";"";;;"";1222;70026;"";2411;"19-11-paris-verpflegung";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
3,98;"H";"";;;"";1222;70010;"";2411;"71119-297193";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
63,50;"H";"";;;"";1222;70027;"";2411;"9334-16699";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
6,89;"H";"";;;"";1222;70010;"";2411;"51119-291000";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
28,00;"H";"";;;"";1222;70028;"";2411;"TF6ZPHP64M";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
8,13;"H";"";;;"";1222;70001;"";2411;"1375631-007218";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
6,00;"H";"";;;"";1222;70001;"";2411;"1363561-000012";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,00;"H";"";;;"";1222;70005;"";2411;"16252";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
2,83;"H";"";;;"";1222;70010;"";2411;"3-10-2019-1054";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
8,01;"H";"";;;"";1222;70029;"";2411;"16d745a25r920e38";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
7,31;"H";"";;;"";1222;70029;"";2411;"16d6f40bb645224d1";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
7,31;"H";"";;;"";1222;70029;"";2411;"16d72f998e827cd9";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
45,69;"H";"";;;"";1222;70030;"";2411;"co-work-williamsburg-01";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
2,99;"H";"";;;"";1222;70031;"";2411;"citi-bike-01";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
4,84;"H";"";;;"";1222;70036;"";2411;"942069444900M00N";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
20,00;"H";"";;;"";1225;70020;"";2411;"in1FilY2CcKIYJxALVWZEzFD6u";;;"Notion Labs Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 2000 USD issued by Notion Labs Inc SAN F";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
7,52;"H";"";;;"";1225;70022;"";2311;"2102-2780";;;"Zeit Unlimited";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 752 USD issued by Zeit Unlimited SAN FRA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
49,99;"H";"";;;"";1222;70034;"";1811;"IGTP8k";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Batch November 1";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
372,80;"H";"";;;"";1222;70033;"";1811;"UYTYVP";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Batch November 1";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
526,40;"H";"";;;"";1222;70025;"";1811;"nyc210919";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Batch November 1";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
40,74;"H";"";;;"";1222;70032;"";1811;"CTMMHONIU80750";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Batch November 1";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
10,07;"H";"";;;"";1222;70036;"";1811;"942069444900M00N";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Batch November 1";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1773,00;"H";"";;;"";1222;10004;"";1511;"ustv-4vj";;;"Absender Stadtverwaltung Weinheim Stadtkasse IBAN DE33670505";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Stadtverwaltung Weinheim Stadtkasse IBAN DE33670";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
99,00;"H";"";;;"";1225;70009;"";1311;"8E706795-0006";;;"Nylas";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 9900 USD issued by Nylas SAN FRANCISCO";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
3254,62;"H";"";;;"";1222;70017;"";1211;"UMSSTSEP19";;;"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,01;"H";"";;;"";1225;70004;"";0911;"857EFEE6-0002";;;"Superhuman";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Superhuman San Franci";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
0,01;"H";"";;;"";1225;70004;"";0911;"";;;"Superhuman";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Superhuman San Franci";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1000,00;"H";"";;;"";1222;70012;"";0711;"Contract-001";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Darlehen Rueckzahlung";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
119,00;"H";"";;;"";1222;70007;"";0611;"29646";;;"Absender Factory Works GmbH IBAN DE89700111104107387027 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Factory Works GmbH IBAN DE89700111104107387027 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
279,00;"H";"";;;"";1222;70003;"";0411;"AA80098504";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"MasterCard Transaktion bei APPLECOMDE";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
18,92;"H";"";;;"";1222;70000;"";3010;"92019-108321";;;"Absender SevDesk GmbH IBAN DE05664500500004932811 BIC SOLADE";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift SevDesk GmbH IBAN DE05664500500004932811 BIC SOL";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
241,21;"S";"";;;"";1225;10000;"";2410;"IN-19-1038";;;"Peeridea Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"PEERIDEA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
8,06;"H";"";;;"";1225;70002;"";2410;"2389-6683";;;"Zeit Unlimited";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 806 USD issued by Zeit Unlimited SAN FRA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
20,00;"H";"";;;"";1225;70020;"";2410;"in1FX3m4CcKIYJxALVFCoVIILn";;;"Notion Labs Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 2000 USD issued by Notion Labs Inc SAN F";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
219,73;"S";"";;;"";1225;10000;"";1710;"IN-19-1037";;;"Peeridea Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"PEERIDEA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
849,00;"H";"";;;"";1222;70003;"";1510;"AA79357511";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"MasterCard Onlinekauf bei APPLECOMDE";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1904,00;"S";"";;;"";1222;10001;"";1010;"IN-19-1036";;;"Absender Rafael Jose Aviles Escobar IBAN DE34100700240016470";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Rafael Jose Aviles Escobar IBAN DE341007002400164";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,00;"H";"";;;"";1225;70004;"";0910;"CB5DE2D-0001";;;"Superhuman";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Superhuman San Franci";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
119,00;"H";"";;;"";1222;70007;"";0410;"26966";;;"Absender Factory Works GmbH IBAN DE89700111104107387027 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Factory Works GmbH IBAN DE89700111104107387027 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1000,00;"H";"";;;"";1222;70012;"";0410;"Contract-001";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Darlehen Rueckzahlung";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
99,00;"H";"";;;"";1225;70009;"";0310;"2946-0517";;;"Nylas";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 9900 USD issued by Nylas SAN FRANCISCO";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
6,95;"H";"";;;"";1225;70008;"";0310;"877-350-0038";;;"Gogo   Inflightwifi";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 695 USD issued by Gogo   Inflightwifi 87";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
18,92;"H";"";;;"";1222;70000;"";0210;"92019-95330";;;"Absender SevDesk GmbH IBAN DE05664500500004932811 BIC SOLADE";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift SevDesk GmbH IBAN DE05664500500004932811 BIC SOL";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
40,00;"H";"";;;"";1225;70011;"";3009;"2574EE86-0002";;;"Class  Co";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 4000 USD issued by Class  Co brooklyn";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
282,60;"S";"";;;"";1225;10000;"";2609;"IN-19-1035";;;"Peeridea Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"PEERIDEA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
